rating, date, color, configuration, verified_reviews
5.0,"January 16, 2020",Charcoal,Echo,Gave item as a gift and recipient loves it!
5.0,"February 15, 2020",Charcoal,Echo,Perfect I'm 82 widowed and now at least I have someone to talk too. Next purchase BOSE with ALEXA COMBINED.
5.0,"January 2, 2020",Charcoal,Echo,Decent sound on an Alexa speaker. Might be better to get an echo Dot & Bluetooth speaker. That's what I ended up doing.
5.0,"February 7, 2020",Heather Gray,Echo,I love listening to music!
5.0,"February 21, 2020",Limited Edition (RED),Echo,Better than I thought i5 would be!
5.0,"January 1, 2020",Charcoal,Echo,Awesome sounds especially when paired with another echo and an echo sub.
1.0,"February 2, 2020",Charcoal,Echo,It does not connect you internet.  I have 2 that don't work.  Talked to Amazon for 5 hrs one day and 1 hour another day.  Didn't fix it.  Never called me back.
4.0,"January 22, 2020",Charcoal,Echo,I love my Alexa but the one I bought for my brother does not have a battery. It has to be plugged in. Was disappointed with that but all in all a great product
5.0,"January 19, 2020",Twilight Blue,Echo,I have limited experience with the product but as I become educated I am intrigued with the possibilities.
5.0,"January 18, 2020",Charcoal,Echo,The Echo sound quality matches some good audio equipment and the voice recognition is stunning
5.0,"November 19, 2019",Charcoal,Echo,Great and fun product! It’s nice to be able to make a phone call and still have music playing!
5.0,"January 2, 2020",Twilight Blue,Echo,Great sound
5.0,"January 5, 2020",Charcoal,Echo,Love my Alexa and this one is awesome!!! It reconnects to the internet automatically where i would have to make the old one reconnect in the app!
5.0,"December 23, 2019",Charcoal,Echo,Listening to music
5.0,"December 15, 2019",Charcoal,Echo,"This latest model is larger than the first one I bought. Sound is great. The one thing I don’t like is when playing music, it automatically turns music off after a few hours"
5.0,"December 26, 2019",Charcoal,Echo,Improved sound quality. Very esy to setup.
5.0,"January 9, 2020",Charcoal,Echo,I use my echo when I'm cleaning house. I like to use the features the timer I don't have to get my phone out to ask for the weather
5.0,"December 18, 2019",Twilight Blue,Echo,I'm just amazed with all the things this device can do! Very happy with the echo!!
5.0,"December 20, 2019",Charcoal,Echo,Great sound for a small device. It covers a full room with great clarity and sound
5.0,"December 31, 2019",Sandstone,Echo,Great addition to the echo system I have in my home
3.0,"January 9, 2020",Heather Gray,Echo,I guess it’s just alright
5.0,"December 28, 2019",Sandstone,Echo,I so love this echo it was money well spent
5.0,"January 24, 2020",Charcoal,Echo,Sound is amazing.
5.0,"February 17, 2020",Charcoal,Echo,I love my Alexa for the most part. The only thing I don’t like is that if I have to disconnect from internet it disconnects itself from my Phillips Hue lights and have not been able to reconnect them :(
5.0,"December 12, 2019",Charcoal,Echo,"Llenaron todas mis expectativas, tienes un sonido excelente."
3.0,"January 24, 2020",Charcoal,Echo,Wanted to use this around the house but I didn't know it had to stay plugged in to a wall outlet. Great sound though.
5.0,"January 12, 2020",Twilight Blue,Echo,The sound continues to get better and this is an impressive sounding speaker. No problem understanding even the children in the house. We use Alexa more and more every day.
4.0,"January 23, 2020",Charcoal,Echo,"Difficulty playing from Spotify on al 3 devices I have...dot, show, and speaker ."
5.0,"December 17, 2019",Twilight Blue,Echo,"Cons: Base is to low, sometimes voice is hard to understand Plus: Great unit"
5.0,"January 21, 2020",Charcoal,Echo,Got this as a Christmas gift and it’s awesome. Great speaker
1.0,"December 30, 2019",Charcoal,Echo,An hour with tech rep anmd it still does not work.
5.0,"January 31, 2020",Twilight Blue,Echo,I’ve enjoyed getting the upgrade from the 2nd gen.
4.0,"December 12, 2019",Charcoal,Echo,Much better than Echo Dots for listening to music.
4.0,"January 12, 2020",Charcoal,Echo,AI is just as good as Google. Love it cause it does almost everything.
5.0,"February 2, 2020",Charcoal,Echo,Sounds really good except at 100 percent volume. Very pleased with it.
5.0,"December 21, 2019",Charcoal,Echo,So happy to have one... Love it!
5.0,"October 26, 2019",Heather Gray,Echo,Great sound in a nice little package.
5.0,"January 24, 2020",Charcoal,Echo,Everything I hoped it would be. Connect ts to all my smart items. And keeps me up to date with everything going g on in my house while I'm away
5.0,"December 15, 2019",Charcoal,Echo,Loved everything
5.0,"January 14, 2020",Charcoal,Echo,Love it. Threw out my google chrome because it was JUNK. Alexa is everything and more. Absolutely love it. Does so much more than google chrome
5.0,"December 16, 2019",Twilight Blue,Echo,"So far, we have enjoyed using this product! We use it mainly for listening to music, but I am sure we'll use it more as we have time to learn how to utilize more features."
4.0,"January 19, 2020",Charcoal,Echo,It’s great fun and kids love it but speakers are not Bose or similar which I miss a lot when listening to my music. So it’s more for the fun than for the quality of music.
5.0,"January 11, 2020",Heather Gray,Echo,E use Alexa mainly to answer Questions and lesson to music.
5.0,"February 13, 2020",Charcoal,Echo,Use it mostly to listen to music. It's so convenient to be able to tell it to play a song when my hands aren't free.
5.0,"February 17, 2020",Twilight Blue,Echo,"I told my wife a joke about Jeff Bezo.  She laughed, Siri laughed, Alexa laughed"
5.0,"January 6, 2020",Charcoal,Echo,"Very helpful product,  endless uses. Highly recommend!"
5.0,"February 1, 2020",Charcoal,Echo,Our son-in- law set up but I think we could have.
5.0,"February 5, 2020",Limited Edition (RED),Echo,"I love it, its awesome!"
5.0,"December 15, 2019",Sandstone,Echo,Easy to connect and easy to use
5.0,"January 9, 2020",Charcoal,Echo,The Alexa does more than I expected.  It is very convenient and blazing fast with responses
5.0,"November 11, 2019",Charcoal,Echo,My second Alexa.  This is very attractive
5.0,"January 14, 2020",Charcoal,Echo,Easy to set up! Great sound!!! Love it!
5.0,"January 3, 2020",Charcoal,Echo,"I love the sound quality and volume. I upgraded from the echo dot, because the volume is so low on that product. I dislike you can’t charge the echo or any of them; they have to always be plugged in."
5.0,"December 19, 2019",Charcoal,Echo,Device is awesome so far and is best AI assistance you can vet. Speaker is so good and it really serves the purpose of day to day assistance.
5.0,"February 4, 2020",Charcoal,Echo,I really like Alexa !  Super good device! Love it ! Specially when turn off the light and turn on the light! Wow ! Always dream about that 🤩
5.0,"February 5, 2020",Twilight Blue,Echo,Love it. Great sound for music
5.0,"December 29, 2019",Heather Gray,Echo,Buy it!
5.0,"December 22, 2019",Charcoal,Echo,Amazing
5.0,"February 21, 2020",Twilight Blue,Echo,Awesome
5.0,"December 25, 2019",Charcoal,Echo,"All I can say is I don’t know why I waited so long to a Amazon Echo, I guess it’s because I had Google home but in my opinion it’s hands down better no offense to Google. I love it !!!"
5.0,"February 5, 2020",Charcoal,Echo,I love Alexa because when I not sure of something I ask her. Or if I feel like playing a game or hearing my favorite song - I ask her.  It's so much fun!  I want one in every room now!
5.0,"December 22, 2019",Charcoal,Echo,"I like my echo just fine ,but you have to have a strong WiFi for it to work at a normal speed .And since I’m stuck with Hughes for awhile I may as well not even have it."
5.0,"February 13, 2020",Charcoal,Echo,"I use it for lists, reminders but mostly for the music ❤️"
5.0,"February 14, 2020",Twilight Blue,Echo,Didn't think I would like having another woman in our house. My husband wished her Happy Valentine's Day this morning and she responded and it made him smile! Thank you.
5.0,"February 8, 2020",Heather Gray,Echo,Some products took some time to integrated but once up and running it's amazing. The sound quality is also amazing
5.0,"February 20, 2020",Charcoal,Echo,"Excellent product, couldn’t be happier"
5.0,"December 24, 2019",Charcoal,Echo,"It can find songs you can't remember, but she can't find parliment funkadelik."
5.0,"January 20, 2020",Sandstone,Echo,Very easy to connect to my network and works well with the other Echos I have.
5.0,"December 7, 2019",Twilight Blue,Echo,"Alexa has added a interesting, humorous and helpful component to our home. Love the music! Any request if followed by a quality selection of songs. We love her!"
5.0,"December 10, 2019",Charcoal,Echo,"Like the sound quality, echo never let me down."
5.0,"January 24, 2020",Charcoal,Echo,"Its to early for me because I have not used it very much, but so far its working fine and easy to use"
5.0,"December 17, 2019",Sandstone,Echo,I really like the Echo.  It works very well and the sound is good.  I would recommend this to anyone.
4.0,"February 7, 2020",Charcoal,Echo,"I mostly use her for music, but regrefully she and spotify dont communicate real well. Also you cant mute her mic without her beeping every 5 minutes to remind you. Overall though, works wonderfully"
5.0,"January 23, 2020",Heather Gray,Echo,"I love the color, I wish there was a steady light that constantly stay on or time and date that display, but you can simply ask Alexa anything and get a correct respond"
5.0,"January 1, 2020",Twilight Blue,Echo,I love everything about my Alexa. I love that you can set multiple timers and reminders. The sound quality is awesome and the compact size is perfect for any size room.
5.0,"December 19, 2019",Twilight Blue,Echo,I really like
5.0,"January 18, 2020",Charcoal,Echo,Cool device
3.0,"December 17, 2019",Twilight Blue,Echo,Muffled soynd
5.0,"January 28, 2020",Charcoal,Echo,"Gift it to my daughter, she loves it!"
5.0,"February 2, 2020",Limited Edition (RED),Echo,Very grateful to have this in my life
5.0,"February 3, 2020",Twilight Blue,Echo,"Have 3 now,  I just wish they had a battery and were portable while still on."
5.0,"December 15, 2019",Sandstone,Echo,It’s amazing and sounds way better than the old gen one.
5.0,"January 13, 2020",Twilight Blue,Echo,Still working on getting this completely setup
4.0,"January 2, 2020",Charcoal,Echo,I have asked for specic music from artist........cd by artist and it won't play that will shuffle every song by artist.
1.0,"December 28, 2019",Twilight Blue,Echo,Each time I have to press the button to talk nor very happy
5.0,"January 28, 2020",Charcoal,Echo,Love my first Alexa!
5.0,"December 22, 2019",Charcoal,Echo,Better than previous
4.0,"October 21, 2019",Twilight Blue,Echo,I thought I could unplug this Alexa and take the speaker anywhere in my home and play music. It turns ourt it will not play music unless it is plugged in. Does it have a battery? Field Retterer
5.0,"December 20, 2019",Twilight Blue,Echo,The new echo has great sound quality.  It hears and recognizes my voice well.
5.0,"January 13, 2020",Charcoal,Echo,Great sound and versatility!
5.0,"January 21, 2020",Charcoal,Echo,This was a gift for someone.
3.0,"January 22, 2020",Charcoal,Echo,"Sounds ok, a little bit louder then the 3rd gen echo dot. I was hoping for more. Not bad, not great."
4.0,"January 29, 2020",Twilight Blue,Echo,"It comes in handy, sometimes it thinks we are saying “Alexa” instead of our child’s name and that’s my only complaint and only reason for rating 4 stars."
4.0,"January 7, 2020",Heather Gray,Echo,like the sound-- is not easy to connect other devise at home-- needs other connection!!!
5.0,"November 25, 2019",Charcoal,Echo,Amazing Alexa!! We love it!!
5.0,"February 6, 2020",Limited Edition (RED),Echo,EXCELLENT!!!
5.0,"December 11, 2019",Charcoal,Echo,Excellent sound quality and good source to information.
4.0,"January 27, 2020",Charcoal,Echo,The sound is a huge improvement over the previous model
5.0,"January 2, 2020",Charcoal,Echo,"Love this echo. Bought it for my husband for Christmas, after he got me one for my kitchen. Great sound quality."
5.0,"January 31, 2020",Charcoal,Echo,Alexa is very informative and very polite.  I like her voice too.
5.0,"December 23, 2019",Charcoal,Echo,"Nice speaker, sound is good, smart voice recognition is fantastic"
5.0,"January 9, 2020",Charcoal,Echo,"Love my echo, son bought it for me for the holidays, still learning how to use it but love that I can listen to all type of music all day."
4.0,"January 10, 2020",Twilight Blue,Echo,"Because of my age, my hearing is not too good therefore I can hear and understand men's voices better.  So I would like a masculine voice."
5.0,"January 26, 2020",Twilight Blue,Echo,"I love the simplicitiy of using this and the quality.  I use it every day, and love it."
5.0,"February 4, 2020",Charcoal,Echo,Great speaker for the price
5.0,"January 22, 2020",Charcoal,Echo,music and asking questions.
5.0,"December 24, 2019",Heather Gray,Echo,Like
5.0,"January 21, 2020",Charcoal,Echo,Pretty cool
5.0,"February 4, 2020",Twilight Blue,Echo,I love it!!
1.0,"February 19, 2020",Heather Gray,Echo,"AFTER A FEW WEEKS, IT STOPPED RESPONDING! DON'T DO IT!"
1.0,"November 8, 2019",Twilight Blue,Echo,Is not as smart as I thought - have to repeat myself and re ask questions and still doesn't get the right task carried out - Alexa seem kinda dumb to me
5.0,"January 12, 2020",Heather Gray,Echo,Nice improvement over the echo dot.
5.0,"January 24, 2020",Heather Gray,Echo,I received this for a Christmas gift and I love it. I play music on it daily and am always asking Alexa questions. I didn’t ask for it but I’m so happy that I received it. Would highly recommend.
5.0,"January 5, 2020",Charcoal,Echo,"I like the quality of it, the way it looks and sounds! Sounds really good,  especially paired with my Echo Sub."
5.0,"December 11, 2019",Sandstone,Echo,Nice looking and very responsive to requests
5.0,"December 22, 2019",Charcoal,Echo,Really great especially the speaker
5.0,"December 24, 2019",Twilight Blue,Echo,Alexa is really cool. Never bothered to get one. No big deal.  But my friends started to get them and the sound is amazing!  Love this!!!
5.0,"February 17, 2020",Sandstone,Echo,The speaker is so much stronger and better! Clean look that blends into my kitchen without looking like another device on the countertop.
5.0,"January 15, 2020",Charcoal,Echo,Works well.  Good product.
4.0,"January 1, 2020",Charcoal,Echo,"Overall, it’s been good. Sound is great. Sometimes it doesn’t quite understand what we are saying."
5.0,"February 19, 2020",Charcoal,Echo,Sound quality is great for a speaker of this size.  I think it's well worth the money.
5.0,"December 28, 2019",Heather Gray,Echo,I just wish it wasn't stuck on music from Sweden it took me a couple of days to figure out how to get it back to American music obviously it's not from this country.
2.0,"December 16, 2019",Charcoal,Echo,No me gusta mucha quiere hacer cosa que uno no quiere que aga cómo hacer pago oh comprar cosa k uno no kiere y tambn creía que venia co batería y no tiene bateria na
5.0,"February 19, 2020",Heather Gray,Echo,Love this speaker.
5.0,"December 26, 2019",Charcoal,Echo,I like everything.
5.0,"December 28, 2019",Charcoal,Echo,"Alexa plays our favorite playlist and favorite songs .. She also tells us a joke every day , Setting alarms...  still getting to know Alexa, but do far she is awesome!!!"
5.0,"January 13, 2020",Sandstone,Echo,Kmr
5.0,"December 29, 2019",Charcoal,Echo,I received as a Christmas gift and highly recommend. Great quality and sounds very clear and loud.
3.0,"January 15, 2020",Charcoal,Echo,Sometimes it cuts out. It’s voice sounds like it’s losing connection. It sounds very staticy. We’ve only had it less than a month so I feel like it should be better.
3.0,"January 7, 2020",Twilight Blue,Echo,"A good device overall, but often it fails to understand trivial requests. Good sound quality, great voice recognition (even from across the room), poor/fair understanding of what I meant it to do."
5.0,"December 16, 2019",Charcoal,Echo,She answers all my questions.  Plays any music I ask.
4.0,"January 14, 2020",Charcoal,Echo,It sounds great. I use it mostly for music.
4.0,"January 8, 2020",Charcoal,Echo,"I did voice recognition for my mom bc it's hers, and it doesn't recognize her. I use Alexa for music, facts, news, cook times and temps, and time and the days date."
5.0,"January 7, 2020",Charcoal,Echo,IT WAS A GAME CHANGER FOR ME IT PROVIDES ME WITH A GRET DEAL OF INFORMATION AND TH EMUSIC IS AN EXCELLENT WAY TO EXCERCISE AND ENTERTAIN VERY PLEASED GREAT GIFT
5.0,"December 24, 2019",Charcoal,Echo,The sound is really good!
5.0,"January 11, 2020",Twilight Blue,Echo,"I used it mainly for Amazon Music Unlimited.  Once I got that, I tried playing “stump the band” with Alexa.  She knew EVERY obscure song I threw at her!  I LOVE IT!"
5.0,"December 30, 2019",Charcoal,Echo,Funciona bien buen sonido lo recomiendo 100%
5.0,"January 13, 2020",Charcoal,Echo,Just a terrific product. Does all we ask. The family has fun playing all kinds of music and asking all kinds of questions.
5.0,"January 25, 2020",Charcoal,Echo,"It great fun! It does amazing things,still learning."
5.0,"January 19, 2020",Twilight Blue,Echo,"I love having an Alexa. But I bought this because the reviews said the sound is better than the previous generations; however,  I don't think that's the case. It has great sound but not better."
4.0,"January 27, 2020",Limited Edition (RED),Echo,The microphone needs improvement. Using the device to communicate to other echos throughout the house is made difficult when the mic can’t clearly pickup a voice a few feet away.
4.0,"January 10, 2020",Twilight Blue,Echo,I am enjoying my echo. It’s lots of fun. Still learning all the features.
5.0,"December 25, 2019",Charcoal,Echo,Awesome!
5.0,"January 16, 2020",Charcoal,Echo,Great product !!
5.0,"January 7, 2020",Heather Gray,Echo,Love everything about it
5.0,"February 7, 2020",Charcoal,Echo,I received this as a gift from my wife. I didn’t know I wanted one. The sound quality is incredible!!! I want to get a few more for around the house.
1.0,"January 7, 2020",Charcoal,Echo,I received this as a gift for Christmas I feel that it’s not user-friendly I don’t like it at all every time you ask a question she ask you five more too difficult
5.0,"December 16, 2019",Charcoal,Echo,Smaller than I thought. For something so small it has an enormous sound and quality. Love it. 💯
5.0,"January 3, 2020",Sandstone,Echo,Sound quality is really good. I was really surprised. Voice recognition doesn’t always catch what you say or mean but it is very responsive. Bought 2.
5.0,"January 19, 2020",Twilight Blue,Echo,Love it!
5.0,"January 24, 2020",Charcoal,Echo,"I know I don’t use Alexa to her fullest, but I love using her the way I need her.  This s my second Echo which I gave to my sister and brother-in-law for Christmas.  They seemed to be pleased!"
4.0,"December 21, 2019",Charcoal,Echo,"had a few issues with set up, but really do like it. now thinking of purchasing an Echo dot as soon as I find a good deal like the black Friday type of price.. and possibly another smart plug."
5.0,"December 22, 2019",Charcoal,Echo,"Me encantó muchísimo, buena presentación, buena música, muy útil para varias actividades, lo utilizo para entretenimiento aprender y es muy fácil utilizarlo por toda la familia."
5.0,"February 11, 2020",Charcoal,Echo,Better than I expected! I was able to connect it to my receiverer that is connected to my home speakers without a problem
3.0,"January 2, 2020",Charcoal,Echo,I “upgraded” from a 2nd gen and I’m about to go back to it. Sound quality was so much better on the 2nd gen.
5.0,"January 28, 2020",Charcoal,Echo,"Became an instant staple in our daily life. We use it daily to set timers, control our tv, turn on and off the lights, check the weather, and play music on command! Would definitely recommend."
5.0,"February 20, 2020",Twilight Blue,Echo,Love it. Perfect shes like a second wife.
5.0,"January 11, 2020",Twilight Blue,Echo,Alexa is a great equipment 1. Very user friendly 2. Sounds great Amazing Love it
5.0,"December 27, 2019",Limited Edition (RED),Echo,I love it. I love it. I love it! There is nothing I dislike about it. It's perfect.
5.0,"January 7, 2020",Charcoal,Echo,Great sound. Love this.
5.0,"January 19, 2020",Charcoal,Echo,I love this thing!! Alexa helps with any and everything. The music sounds really good and loud!
5.0,"December 31, 2019",Charcoal,Echo,I love this product. The speaker is very small but you can hear the bass quite well
5.0,"December 29, 2019",Heather Gray,Echo,Love it
5.0,"January 3, 2020",Charcoal,Echo,Love the sound just don’t know how to work it yet I would purchase this as a gift for anyone especially ones that I love
2.0,"January 29, 2020",Heather Gray,Echo,Sound quality not the best but it’s pretty loud kind of annoying how I can’t play my music from Apple Music by picking the songs on my phone but overall pretty solid product I got it on sale.
5.0,"January 25, 2020",Charcoal,Echo,"We love it. It helps with not just playing music but weather updates, grocery lists and even telling jokes."
3.0,"February 6, 2020",Twilight Blue,Echo,Pros:Easy to use and looks great. Con:Sound isn't much better than the dot in my opinion. Price.
5.0,"December 31, 2019",Charcoal,Echo,"My first echo product and I love it!  I am pleasantly surprised with the voice recognition and also the sound quality. Still learning about how to use it, but so far, so great!"
5.0,"January 6, 2020",Charcoal,Echo,"Good sound, I was suprised. No issues. Easy setup."
5.0,"December 17, 2019",Twilight Blue,Echo,Love it!! Super easy to set up!
5.0,"January 19, 2020",Charcoal,Echo,"Works as intended, sound quality is great, nice addition to the kitchen"
5.0,"December 11, 2019",Charcoal,Echo,Love it. My moms comes over t let my dog out and she loves it more than me I think. She plays music while she is here.
5.0,"January 20, 2020",Charcoal,Echo,answers questions much quicker than I could search internet.
5.0,"January 1, 2020",Twilight Blue,Echo,Love it! Great sound easy setup! Best part I got it on sale.
5.0,"November 18, 2019",Sandstone,Echo,Love it. Sound is great!!!!
5.0,"January 1, 2020",Twilight Blue,Echo,I love this version. I have this and the echo dot to play together in my bedroom and bathroom.
5.0,"January 10, 2020",Limited Edition (RED),Echo,It sure is an awesome machine... love it
5.0,"January 13, 2020",Charcoal,Echo,"I love my Alexa!!! We ask her the weather, play music, ask her jokes, play games w/her & learn random information from her every day!"
5.0,"January 31, 2020",Limited Edition (RED),Echo,Love my Alexa!
5.0,"December 15, 2019",Charcoal,Echo,Thanks
5.0,"February 17, 2020",Charcoal,Echo,Need a little more work with lights but thats all
4.0,"December 22, 2019",Twilight Blue,Echo,Voice recognition is slow at times and not accurate...sound is good...
4.0,"November 15, 2019",Charcoal,Echo,Great upgrade from the the 2nd Gen echo I had.  Set up was still quirky even though it was ordered to be linked to my amazon account.
5.0,"January 9, 2020",Charcoal,Echo,"Amazing sound quality.. No joke, I was impressed with the speaker. It recognized my mixed Israeli-American accent with out a problem"
5.0,"December 13, 2019",Charcoal,Echo,A great upgrade from the second generation echo the sounds are so great the inches of increased speakers do makes a difference here.
5.0,"December 4, 2019",Charcoal,Echo,"Music, weather, miscellaneous questions"
5.0,"January 8, 2020",Charcoal,Echo,I love the size and charcoal color. The sound is fantastic.
5.0,"February 14, 2020",Twilight Blue,Echo,You still need a smart speaker
5.0,"January 5, 2020",Twilight Blue,Echo,My primary reason for upgrading to the 3rd generation was audio quality - success! This also gives us the opportunity to access the ai from multiple rooms.
5.0,"January 22, 2020",Charcoal,Echo,I lost some of my hearing.  For the most part I'm home bound  . With the help of smart plugs I able to turn on and  off fixtures etc. With my Echo
5.0,"December 3, 2019",Charcoal,Echo,Easy to setup and use
5.0,"February 13, 2020",Sandstone,Echo,I love this item. Great sound quality and voice response.  I was disappointed that I ordered a different color unit than I received.
5.0,"January 6, 2020",Twilight Blue,Echo,"Alexa is the best, even when there’s a lot of noise she can still hear and give an excellent response. I loveee it !!!! I brought one for my brother, but I should of bought one for myself !"
1.0,"February 22, 2020",Limited Edition (RED),Echo,"Red is my favorite color in the world, but the red color of this was quite a disappointment. It just looks faded & I am just sick over paying this much money for something as ugly as it is!"
5.0,"February 6, 2020",Heather Gray,Echo,"Me encanta pero aveces se confunde y no reacciona rápido , últimamente ha quedado con una luz azul que no desaparece ."
5.0,"January 10, 2020",Charcoal,Echo,I love this speaker system! Love that I bought some wifi plugs and tell Alexa to turn off my Christmas lights and everyone of the goes off simultaneously! Inside and outside!
5.0,"December 22, 2019",Charcoal,Echo,My favorite new gadget
5.0,"January 21, 2020",Charcoal,Echo,The Echo is exactly as advertised. I bought it for my husband so he can listen to music. It is easy to use and rather fun too.
5.0,"January 25, 2020",Charcoal,Echo,This speaker has a much fuller sound with good base characteristics. It has much greater volume for multi-room use. We enjoy  Alexa
4.0,"January 11, 2020",Heather Gray,Echo,Alexa is awesome. She has some difficulty hearing me when the alarm goes off and setup was a little time consuming (wifi connection was spotty) but otherwise love having it.
5.0,"January 8, 2020",Charcoal,Echo,I keep her next to my most important things. She knows everything and makes sure I always get to work on time. When looking to get a smart home device get Alexa she’s great.
4.0,"January 13, 2020",Limited Edition (RED),Echo,Me encantó ese producto la verdad sí me fascina entiende todo lo que le preguntas y te contesta todo es muy útil me encanta nunca había ha parecido algo así ahora hasta chistes sabe contar
5.0,"January 1, 2020",Heather Gray,Echo,"Great sound, what an upgrade"
5.0,"January 29, 2020",Twilight Blue,Echo,"Getting use to her, I want the smaller one for my bedroom, and have the light bulbs now too! Loving it!!"
5.0,"January 6, 2020",Charcoal,Echo,privacy and integration  are important  and you have both with Alexa
5.0,"December 18, 2019",Charcoal,Echo,The Amazon Echo has become a part of the family. I love to ask questions and even tune in to radio stations that are out of state.
5.0,"January 6, 2020",Twilight Blue,Echo,I'm hard of hearing and wanted something I could hear music on without wearing my hearing aids. Not only is it good and loud but the sound quality is awesome!
5.0,"February 21, 2020",Charcoal,Echo,The device its self is good but Alexa needs serious help.
5.0,"January 15, 2020",Charcoal,Echo,I have the dot and now i have this one. I love them both.
5.0,"January 18, 2020",Charcoal,Echo,Works Great
5.0,"February 13, 2020",Twilight Blue,Echo,I noticed the microphone is a huge upgrade from the first generation. The sounds is also much better. Great bass and looks great also. Highly recommend it! 👍
4.0,"November 26, 2019",Charcoal,Echo,too early to tell
5.0,"December 15, 2019",Charcoal,Echo,Solid improvement to the previous version (which I never had a complaint about)
5.0,"February 9, 2020",Charcoal,Echo,"Twice now I have had to unplug and plug back it, it's similar to going offline."
5.0,"February 15, 2020",Charcoal,Echo,I love the speaker and getting weather updates and turning lights on and off. No complaints
3.0,"February 12, 2020",Charcoal,Echo,"Sometimes songs will glitch, start playing a static noise then Alexa will turn off and not turn back on. I have to unplug and manually restart the Alexa to fix the problem."
5.0,"January 19, 2020",Charcoal,Echo,I bought this echo to replace the dot in my kitchen. Easy to use and the sound is loud and clear. We love our Alexa!
5.0,"January 11, 2020",Twilight Blue,Echo,Great value - excellent speaker
5.0,"December 21, 2019",Charcoal,Echo,Easy setting up. Sound quality is pretty good.
5.0,"January 13, 2020",Charcoal,Echo,fun
4.0,"January 11, 2020",Heather Gray,Echo,"Sound is great! Only issue with it and all of the echos is when the power goes off, I have restart them"
4.0,"November 20, 2019",Charcoal,Echo,Can’t pair my TV. Frustrating.
5.0,"January 7, 2020",Charcoal,Echo,Exactly what I needed!  Works great and so very easy setting it up.
1.0,"December 30, 2019",Charcoal,Echo,Keeps shutting off after playing it for a couple hours. Needs to be unplugged and plugged back in again because it’s unresponsive
5.0,"December 25, 2019",Twilight Blue,Echo,Excelente producto y sonido
5.0,"January 4, 2020",Heather Gray,Echo,"Love...love...love. Oh, did I say How much I love my Alexa Echo!?! She plays music on command, sets timers while I’m cooking, and she’ll even play games to beat my boredom. I’m obsessed."
5.0,"February 14, 2020",Sandstone,Echo,nice sound
5.0,"January 5, 2020",Charcoal,Echo,She does not always respond.  Or maybe I am not clear.  Otherwise I am very happy with it.
5.0,"January 27, 2020",Charcoal,Echo,"I am so glad I purchased one of these.  I love to listen to music, and this took it to the next level.  Easy to set-up and start using.  I recommend it to any music 'nut',"
5.0,"January 31, 2020",Twilight Blue,Echo,I love my echo. At night I put beach waves crashing so I can sleep. Or nature sounds. Best investment.
5.0,"January 20, 2020",Charcoal,Echo,For the money you won’t get speakers that are a quarter as good as this is. The voice recognition works at a whisper. Highly recommended 10/10
5.0,"January 28, 2020",Charcoal,Echo,"Alexa setup gets more complicated during setup, voice recognition does not get setup by asking like the old system."
5.0,"February 9, 2020",Charcoal,Echo,No
5.0,"December 31, 2019",Heather Gray,Echo,This totally blew my expectations away!  The sound is amazing.  It’s user friendly and I’m blown away!
5.0,"February 8, 2020",Charcoal,Echo,She's a family member now.
5.0,"January 21, 2020",Charcoal,Echo,No issues and easy set up!
5.0,"January 31, 2020",Charcoal,Echo,Looks and sounds great Want another 👍🏻
5.0,"January 31, 2020",Charcoal,Echo,the advanced technology (fuzzy logic) is smarter than I.  tremendous product.
1.0,"January 23, 2020",Charcoal,Echo,the time it took to set up and the reliability of answering  to my voice
5.0,"January 27, 2020",Charcoal,Echo,We love it still have lots to jearn
5.0,"December 10, 2019",Charcoal,Echo,Way better sound and a great price.
4.0,"January 7, 2020",Charcoal,Echo,To get the best usage out of the Echo device you are almost required to be a Prime Member
5.0,"February 14, 2020",Twilight Blue,Echo,"I have this one in my bedroom and it’s perfect. All though I have high ceilings I like the sound. It’s loud, clear and has enough bass for me for personal use in my home."
5.0,"January 26, 2020",Charcoal,Echo,love it for music
5.0,"January 25, 2020",Limited Edition (RED),Echo,"Great speaker, sound quality is excellent and its 360 which makes it that much better. Also the red looks awesome."
5.0,"December 25, 2019",Limited Edition (RED),Echo,I really like this it’s amazing high quality playing music
5.0,"January 6, 2020",Charcoal,Echo,"Shopping list, reminders and music"
4.0,"December 28, 2019",Charcoal,Echo,Still not the punch I want for the money spent but ok.
5.0,"January 23, 2020",Charcoal,Echo,Better sound than the dot
5.0,"February 18, 2020",Charcoal,Echo,I really love the sound and voice recognition.  The app is great.
1.0,"February 19, 2020",Charcoal,Echo,Didn't realize what this product was. I thought it could play without being connected to another source. My bad. I returned it.
5.0,"February 16, 2020",Charcoal,Echo,All good
5.0,"February 22, 2020",Heather Gray,Echo,Love it!
5.0,"February 10, 2020",Twilight Blue,Echo,My girlfriend and I enjoy and use The echo gen 3 everyday and have loads of fun with seeing if she can guess what song we are asking her to play for us. Most of the time she's correct.
5.0,"January 14, 2020",Twilight Blue,Echo,"It doesn't ""recognize"" a number of common requests or music/artist/podcasts that can be reached by the Alexa a friend of mine has. The skills section seem to be limited and repetitive."
5.0,"January 9, 2020",Heather Gray,Echo,Easy to install.
5.0,"January 1, 2020",Twilight Blue,Echo,I love my Alexa!
5.0,"December 30, 2019",Charcoal,Echo,"I primarly use this for music, the sound is perfect. Highly recommend Alexa."
